,ID,Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Personal.Loan,Securities.Account,CD.Account,Online,CreditCard
3012,3013,29,3,172,92373,2,4.5,1,415,0,0,0,1,0
3013,3014,45,21,183,90029,2,1.4,1,0,0,0,0,1,1
3014,3015,60,34,40,91311,1,2.5,3,166,0,0,0,1,0
3015,3016,44,18,68,92673,4,2.9,1,0,0,1,0,0,1
3016,3017,48,23,78,91423,4,3.6,3,0,0,0,0,1,0
3017,3018,57,32,68,90041,2,3.7,1,184,0,0,0,0,0
3018,3019,58,32,49,94005,1,1.4,1,99,0,0,0,1,1
3019,3020,58,33,39,94132,2,2.3,3,0,0,0,0,1,0
3020,3021,44,20,151,95193,1,3.5,1,392,0,0,0,1,0
3021,3022,54,28,159,90245,2,0.5,1,461,0,0,0,1,0
3022,3023,59,33,89,94608,4,1.9,2,0,0,0,0,1,1
3023,3024,63,37,105,92694,4,1.7,3,244,0,0,0,0,1
3024,3025,61,35,78,90840,2,2.0,1,0,0,0,0,1,1
3025,3026,58,32,128,94609,2,2.7,1,344,0,0,0,0,0
3026,3027,44,20,81,90254,4,0.8,1,228,0,0,0,0,1
3027,3028,53,29,50,93305,4,0.1,3,152,0,0,0,1,0
3028,3029,63,39,38,92624,3,0.1,3,178,0,0,0,1,1
3029,3030,41,17,119,94960,2,6.1,1,263,0,1,0,1,0
3030,3031,50,26,110,94509,3,1.8,2,0,0,0,0,1,0
3031,3032,51,25,29,90212,1,1.4,3,102,0,0,0,0,1
3032,3033,47,22,19,94590,1,0.4,3,0,0,0,0,1,0
3033,3034,43,19,130,90630,2,4.7,3,221,1,0,0,0,1
3034,3035,46,21,38,90024,1,2.4,1,130,0,0,0,1,0
3035,3036,50,24,31,95054,1,0.3,3,0,0,0,0,0,0
3036,3037,33,9,14,91320,4,0.7,2,105,0,0,0,1,0
3037,3038,27,2,158,95060,3,0.4,2,0,1,0,1,1,0
3038,3039,34,8,39,92124,4,0.2,1,115,0,0,0,1,0
3039,3040,34,9,141,95616,2,4.9,3,0,1,0,0,0,1
3040,3041,28,2,33,95814,3,1.0,1,167,0,0,0,1,0
3041,3042,29,5,92,95006,2,0.6,1,0,0,0,0,1,0
3042,3043,52,26,78,94301,3,3.0,2,0,0,0,0,0,0
3043,3044,47,22,42,91754,3,2.7,2,0,0,0,0,1,1
3044,3045,41,16,15,94124,2,0.3,2,83,0,0,0,0,0
3045,3046,58,32,48,91768,1,2.8,2,0,0,0,0,1,0
3046,3047,37,12,63,95630,3,2.3,1,0,0,0,0,1,0
3047,3048,57,33,149,95060,1,4.7,1,0,0,1,0,0,0
3048,3049,63,39,49,90275,1,0.8,1,103,0,0,0,1,0
3049,3050,60,35,125,94720,2,3.9,1,0,0,0,0,0,0
3050,3051,50,25,58,92131,1,1.3,2,0,0,0,0,1,0
3051,3052,60,35,48,94538,3,1.5,1,0,0,0,0,1,0
3052,3053,54,30,75,94720,2,3.2,3,0,0,0,0,0,1
3053,3054,28,4,114,92521,2,0.2,1,0,0,0,0,1,0
3054,3055,45,21,134,92697,4,5.5,2,0,1,0,1,1,1
3055,3056,28,2,111,94305,4,2.3,3,0,0,0,0,1,0
3056,3057,54,29,62,94301,4,3.8,2,149,0,0,0,1,0
3057,3058,42,18,45,95616,1,0.7,1,0,0,1,0,1,0
3058,3059,30,4,113,90064,2,0.2,1,0,0,0,0,1,0
3059,3060,61,36,128,94550,1,2.6,1,0,0,0,0,1,0
3060,3061,64,38,168,94061,4,5.7,3,0,1,0,0,1,0
3061,3062,38,13,81,90095,1,4.0,3,206,0,1,0,1,0
3062,3063,39,14,75,92521,1,0.1,2,297,0,0,0,0,1
3063,3064,54,29,21,95841,4,0.1,3,0,0,0,0,0,0
3064,3065,59,33,83,94701,3,4.4,1,0,0,0,0,1,0
3065,3066,39,15,121,92354,1,3.5,1,368,0,1,0,1,0
3066,3067,63,33,40,91320,4,1.67,3,0,0,0,0,1,0
3067,3068,31,5,101,94501,1,2.9,3,170,0,1,0,0,0
3068,3069,56,26,90,92120,2,4.5,3,0,0,0,0,0,0
3069,3070,47,20,68,91320,1,2.67,2,0,0,0,0,1,1
3070,3071,28,3,74,91330,2,1.8,2,221,0,1,0,0,0
3071,3072,32,8,74,93023,4,0.1,2,257,0,0,0,0,1
3072,3073,54,30,51,92821,2,3.2,3,0,0,0,0,0,0
3073,3074,29,5,149,94611,1,1.5,1,0,0,0,0,1,0
3074,3075,39,15,31,95039,1,1.4,3,88,0,0,0,1,1
3075,3076,26,0,85,95616,2,1.6,3,0,0,0,0,0,0
3076,3077,29,-1,62,92672,2,1.75,3,0,0,0,0,0,1
3077,3078,46,21,44,95112,1,0.3,1,110,0,1,0,1,0
3078,3079,38,13,63,92325,3,0.5,3,190,0,1,1,1,1
3079,3080,55,31,23,95616,2,0.3,1,0,0,0,0,1,1
3080,3081,48,22,40,94063,3,2.2,2,87,0,0,0,1,0
3081,3082,36,10,78,95064,2,4.5,3,204,0,0,0,1,1
3082,3083,39,13,40,92122,3,0.9,3,129,0,0,0,1,0
3083,3084,40,16,78,90720,4,2.4,1,0,0,1,1,1,0
3084,3085,26,0,129,90028,3,0.7,2,0,1,0,0,0,0
3085,3086,55,29,71,91311,3,0.3,2,0,0,0,0,0,1
3086,3087,61,35,23,94720,3,0.3,3,0,0,0,0,1,0
3087,3088,57,33,15,94303,2,0.3,1,0,0,0,0,1,0
3088,3089,56,31,28,94720,1,1.3,1,138,0,0,0,0,1
3089,3090,31,5,23,94110,3,1.0,1,95,0,0,0,0,0
3090,3091,61,31,19,91109,1,1.5,3,0,0,0,0,1,0
3091,3092,58,32,42,95020,3,1.4,3,158,0,0,0,0,1
3092,3093,43,18,113,90036,2,0.4,1,325,0,1,0,0,0
3093,3094,29,5,34,90717,4,0.4,2,0,0,0,0,0,1
3094,3095,50,23,19,90272,1,0.5,2,104,0,0,0,0,1
3095,3096,49,25,43,94109,1,1.6,2,0,0,0,0,1,1
3096,3097,43,18,179,94108,3,1.2,1,0,1,1,1,1,0
3097,3098,58,32,44,92182,3,2.2,3,0,0,0,0,0,0
3098,3099,41,16,21,92024,2,0.1,2,0,0,0,0,0,0
3099,3100,65,40,115,92647,1,2.5,1,174,0,0,0,0,1
3100,3101,52,27,81,90024,4,3.8,2,0,0,0,0,0,1
3101,3102,55,31,91,93555,2,2.8,1,0,0,0,0,0,0
3102,3103,49,25,30,90095,4,0.9,2,0,0,0,0,0,1
3103,3104,52,22,55,92129,3,1.4,3,0,0,0,0,1,0
3104,3105,56,31,48,91775,2,2.1,3,0,0,0,0,0,1
3105,3106,30,4,23,94122,4,0.3,2,121,0,0,0,0,0
3106,3107,36,10,21,92084,3,0.1,2,0,0,0,0,0,0
3107,3108,41,17,55,92374,2,1.7,1,0,0,0,0,0,0
3108,3109,42,15,21,95678,3,1.0,2,0,0,0,0,1,0
3109,3110,60,34,40,93940,3,2.2,3,0,0,1,0,1,0
3110,3111,44,20,30,95020,4,0.3,1,0,0,0,0,0,1
3111,3112,34,9,78,90095,3,0.6,2,0,0,0,0,1,0
3112,3113,56,32,65,92677,2,3.2,3,0,0,0,0,1,0
3113,3114,31,5,50,91330,4,2.1,3,209,0,0,0,1,0
3114,3115,29,4,55,90024,4,2.0,2,0,0,1,0,1,0
3115,3116,31,5,111,94305,2,0.2,1,0,0,0,0,0,0
3116,3117,36,10,21,92008,3,0.1,2,0,0,0,0,0,1
3117,3118,42,16,65,92614,3,0.5,3,256,0,0,0,1,0
3118,3119,64,39,114,90095,1,0.8,3,0,0,0,0,1,0
3119,3120,61,36,54,91320,3,0.9,3,179,0,0,0,1,0
3120,3121,35,11,75,94542,2,1.7,2,0,0,0,0,1,0
3121,3122,28,2,13,91791,4,0.4,1,0,0,0,0,0,1
3122,3123,38,14,54,90095,2,0.6,3,218,0,0,0,0,0
3123,3124,44,17,22,94546,3,1.0,2,126,0,0,0,1,1
3124,3125,45,20,198,95053,2,2.8,1,0,0,0,0,1,1
3125,3126,46,20,18,92521,1,0.2,1,0,0,0,0,1,1
3126,3127,57,32,74,92780,4,0.7,1,0,0,0,0,0,1
3127,3128,40,14,61,94539,4,0.2,3,0,0,0,0,1,0
3128,3129,38,12,64,94115,2,1.8,1,0,0,0,0,0,0
3129,3130,39,14,10,92705,2,0.3,2,0,0,1,0,0,1
3130,3131,23,-2,82,92152,2,1.8,2,0,0,1,0,0,1
3131,3132,47,22,61,94025,3,2.7,2,168,0,0,0,1,1
3132,3133,32,7,83,94302,2,2.5,1,148,0,1,0,1,0
3133,3134,30,5,73,93711,3,2.6,3,0,0,0,0,1,0
3134,3135,54,30,22,95060,2,0.4,1,89,0,0,0,1,0
3135,3136,25,0,91,95039,2,1.8,2,321,0,0,0,0,0
3136,3137,60,34,65,95354,3,2.2,3,94,0,1,1,0,1
3137,3138,61,36,13,91711,3,0.5,1,0,0,0,0,1,0
3138,3139,36,11,103,93555,1,4.6,1,255,0,0,0,1,0
3139,3140,52,26,95,92130,1,0.3,1,0,0,0,0,1,0
3140,3141,33,7,31,94303,4,1.0,1,0,0,0,0,1,1
3141,3142,57,31,131,90405,3,0.6,1,0,1,0,0,1,0
3142,3143,34,8,175,95051,4,1.1,3,0,1,1,1,1,1
3143,3144,50,24,38,91105,4,0.1,1,0,0,0,0,1,0
3144,3145,43,18,104,91711,3,1.0,1,0,0,0,0,1,0
3145,3146,34,10,114,94305,3,3.3,3,0,1,0,0,0,0
3146,3147,26,1,38,91910,4,1.7,2,0,0,0,0,1,0
3147,3148,26,0,30,94024,4,1.3,3,0,0,0,0,1,1
3148,3149,48,22,19,95616,2,0.1,3,106,0,0,0,0,0
3149,3150,49,25,25,95192,4,1.0,1,0,0,0,0,1,1
3150,3151,47,22,124,90027,4,5.0,3,0,1,0,0,0,0
3151,3152,43,19,20,94110,3,0.5,1,0,0,0,0,0,0
3152,3153,40,15,83,90275,1,1.0,3,0,0,0,0,0,0
3153,3154,31,5,18,94111,4,0.3,2,0,0,0,0,0,1
3154,3155,27,1,99,94305,1,3.0,3,149,1,0,0,0,1
3155,3156,55,29,62,92626,3,0.3,2,0,0,0,0,1,0
3156,3157,54,30,24,92647,1,0.1,2,0,0,0,0,0,0
3157,3158,23,-1,13,94720,4,1.0,1,84,0,0,0,1,0
3158,3159,54,28,64,90095,2,0.8,3,0,0,1,0,1,0
3159,3160,57,33,62,92831,3,2.67,1,240,0,0,0,0,0
3160,3161,41,15,158,94304,1,4.7,2,0,1,1,1,0,1
3161,3162,28,4,88,94024,1,5.4,1,0,0,0,0,1,0
3162,3163,33,7,28,94109,4,0.8,1,0,0,0,0,1,0
3163,3164,51,27,52,94132,2,1.0,3,0,0,0,0,0,0
3164,3165,28,4,82,95136,4,0.0,1,0,0,0,0,1,1
3165,3166,63,37,140,91711,2,6.9,1,97,0,0,0,0,1
3166,3167,29,4,80,90028,1,0.8,2,0,0,0,0,1,1
3167,3168,62,38,58,94720,4,1.2,2,228,0,0,0,0,1
3168,3169,51,25,180,94701,1,1.7,1,0,0,0,0,1,0
3169,3170,52,28,55,94608,1,1.6,2,227,0,0,0,0,0
3170,3171,43,16,65,94110,3,2.67,2,100,0,0,0,0,0
3171,3172,39,12,62,91910,3,2.33,2,0,0,0,0,0,0
3172,3173,35,9,23,95670,4,0.3,1,0,0,0,0,0,0
3173,3174,34,10,35,94309,1,1.7,1,0,0,0,0,1,0
3174,3175,49,24,35,94701,4,0.2,2,0,0,0,0,0,1
3175,3176,43,18,74,92009,4,0.4,1,0,0,0,0,0,0
3176,3177,48,24,14,91330,3,0.4,1,0,0,0,0,1,0
3177,3178,30,4,83,91007,2,1.5,3,199,0,0,0,0,1
3178,3179,46,21,71,95814,4,1.9,3,0,0,0,0,0,0
3179,3180,43,17,53,90245,2,0.7,1,130,0,1,0,1,0
3180,3181,27,3,103,92121,2,0.6,1,84,0,0,0,0,0
3181,3182,39,15,109,95827,1,1.7,1,0,0,0,0,1,0
3182,3183,58,33,60,94304,2,1.9,2,94,0,1,0,1,0
3183,3184,44,17,12,94542,3,0.67,2,0,0,0,0,1,0
3184,3185,39,15,141,92354,2,8.0,1,0,0,0,0,1,0
3185,3186,35,10,128,92843,1,3.8,1,0,0,0,0,1,0
3186,3187,41,16,98,95192,3,1.0,1,296,0,0,0,0,0
3187,3188,43,18,41,94035,1,0.5,3,0,0,0,0,0,0
3188,3189,55,25,90,90717,2,4.5,3,0,0,0,0,0,1
3189,3190,32,6,31,92675,1,0.3,1,0,0,0,0,0,0
3190,3191,56,26,74,91335,1,3.0,3,0,0,0,0,0,0
3191,3192,30,5,83,93101,4,1.8,3,0,0,0,0,0,1
3192,3193,65,39,35,94005,1,0.5,3,0,0,0,0,0,0
3193,3194,31,7,140,95616,1,4.0,1,0,0,0,0,0,1
3194,3195,41,15,65,90019,3,0.5,3,0,0,0,0,0,0
3195,3196,55,29,35,90007,3,1.4,1,0,0,0,0,0,0
3196,3197,37,7,73,94043,4,1.8,3,0,0,0,0,1,1
3197,3198,34,10,29,93555,1,1.5,2,0,0,0,0,1,0
3198,3199,34,9,55,92122,4,2.0,2,147,0,0,0,0,1
3199,3200,33,9,20,95521,4,0.7,2,0,0,0,0,1,0
3200,3201,48,23,70,92122,1,2.8,2,0,0,0,0,0,0
3201,3202,28,3,81,92121,4,0.2,1,0,0,0,0,0,0
3202,3203,30,4,25,92173,2,0.3,1,0,0,1,0,1,0
3203,3204,44,20,119,92677,2,7.5,1,239,0,0,0,1,0
3204,3205,61,35,49,90095,4,1.7,2,185,0,0,0,0,0
3205,3206,59,33,38,92407,1,1.4,1,0,0,0,0,1,1
3206,3207,33,7,80,91103,2,1.5,3,0,0,0,0,1,1
3207,3208,56,32,84,93407,1,4.3,1,0,0,0,0,1,1
3208,3209,53,29,61,95032,4,1.6,2,0,0,0,0,1,0
3209,3210,42,16,173,91355,2,1.5,2,373,1,0,1,1,1
3210,3211,43,19,60,94301,2,2.5,1,0,0,1,0,0,0
3211,3212,35,9,83,90277,2,4.5,3,0,0,0,0,1,0
3212,3213,61,35,59,92697,1,2.8,2,0,0,0,0,0,0
3213,3214,39,9,32,90212,3,2.0,3,116,0,0,0,1,0
3214,3215,61,37,33,91775,3,0.1,3,0,0,0,0,1,0
3215,3216,40,15,19,90630,4,0.2,3,0,0,0,0,1,0
3216,3217,34,8,14,95014,4,0.3,1,0,0,0,0,0,0
3217,3218,65,39,94,93022,4,4.1,1,120,1,0,1,1,1
3218,3219,40,16,154,94122,2,6.1,1,325,0,0,0,1,0
3219,3220,39,15,33,92346,1,2.0,2,0,0,0,0,0,0
3220,3221,61,35,28,93302,2,0.2,3,135,0,0,0,1,0
3221,3222,40,16,44,93407,1,1.8,1,0,0,1,0,1,0
3222,3223,49,23,81,93107,2,0.8,3,0,0,0,0,0,0
3223,3224,43,18,29,95126,1,0.5,3,0,0,0,0,1,0
3224,3225,45,21,58,94025,3,0.3,3,0,0,1,0,1,0
3225,3226,52,28,38,95064,4,0.9,2,0,0,0,0,0,1
3226,3227,32,8,82,93943,3,1.5,1,0,0,0,0,1,1
3227,3228,31,7,18,94720,1,0.4,3,0,0,0,0,1,0
3228,3229,27,2,45,94305,2,1.7,2,0,0,0,0,0,1
3229,3230,33,9,64,92507,4,3.4,1,0,0,0,0,0,0
3230,3231,65,40,48,94708,3,2.4,1,0,0,0,0,0,1
3231,3232,62,37,24,90717,1,0.3,3,0,0,1,0,1,0
3232,3233,55,25,65,92093,4,2.0,3,0,0,0,0,1,0
3233,3234,46,20,111,95037,1,0.0,1,329,0,0,0,0,0
3234,3235,37,12,114,91107,3,0.6,2,0,0,0,0,1,0
3235,3236,60,35,39,91711,2,1.6,3,0,0,0,0,1,0
3236,3237,44,14,19,94112,1,0.75,3,0,0,0,0,0,1
3237,3238,35,9,22,94085,3,0.1,2,0,0,0,1,1,1
3238,3239,52,28,49,94928,4,1.1,2,0,0,0,0,1,0
3239,3240,30,4,40,90095,1,0.3,1,0,0,0,0,1,0
3240,3241,62,36,63,93407,1,1.6,1,118,0,0,0,1,0
3241,3242,41,15,55,94305,1,2.8,1,0,0,0,0,0,0
3242,3243,38,14,33,92096,1,2.0,2,0,0,0,0,1,0
3243,3244,52,26,31,92054,4,1.5,3,0,0,0,0,1,0
3244,3245,48,24,24,92624,4,0.2,1,0,0,0,0,1,0
3245,3246,47,22,81,90009,4,3.6,3,0,0,0,0,1,1
3246,3247,41,17,81,95422,1,0.8,2,223,0,0,0,1,0
3247,3248,44,20,113,95032,2,3.3,1,0,0,0,0,1,1
3248,3249,31,6,92,92037,2,3.3,1,0,0,0,0,0,0
3249,3250,50,25,81,92806,1,1.2,1,0,0,0,0,0,0
3250,3251,36,11,101,90212,3,1.2,3,0,0,1,0,0,1
3251,3252,52,26,78,90720,3,3.0,2,0,0,0,0,0,1
3252,3253,62,38,78,92521,2,0.0,3,0,0,0,0,1,0
3253,3254,55,30,35,94025,1,1.5,2,118,0,0,0,0,1
3254,3255,61,37,9,93907,2,0.3,3,0,0,0,0,1,0
3255,3256,34,7,82,95741,4,2.0,2,0,0,0,0,1,1
3256,3257,34,9,41,94305,1,2.5,3,0,0,0,0,0,0
3257,3258,59,35,84,92407,1,1.8,3,0,0,0,0,1,0
3258,3259,41,17,42,91910,4,2.2,2,185,0,1,0,1,0
3259,3260,33,8,54,92251,3,2.3,1,0,0,0,0,0,1
3260,3261,55,30,84,95821,2,0.0,3,0,0,0,0,0,0
3261,3262,64,40,131,91103,1,3.8,1,0,0,0,0,0,0
3262,3263,44,19,85,90024,2,3.8,3,0,0,0,0,1,0
3263,3264,32,8,84,92093,4,3.4,1,0,0,0,0,1,0
3264,3265,67,41,114,95616,4,2.4,3,0,0,0,0,1,0
3265,3266,40,14,61,94612,3,0.5,3,0,0,0,0,1,0
3266,3267,57,31,39,92821,1,2.2,3,0,0,0,0,1,1
3267,3268,59,35,21,95818,2,1.0,1,120,0,0,0,1,0
3268,3269,43,17,111,91423,4,5.4,3,0,1,0,0,1,0
3269,3270,58,34,68,94305,2,2.8,1,113,0,0,0,0,0
3270,3271,50,23,179,94609,4,3.6,2,0,1,0,0,1,0
3271,3272,52,27,93,90291,4,4.1,2,0,1,0,0,0,1
3272,3273,35,9,85,92121,2,1.8,1,0,0,0,0,0,0
3273,3274,40,15,180,90095,1,4.1,1,0,0,0,0,0,0
3274,3275,31,5,110,92123,2,1.5,3,0,0,0,0,1,0
3275,3276,32,8,65,95134,1,1.2,1,268,0,0,0,1,0
3276,3277,55,31,159,92123,1,3.9,3,0,1,0,0,0,0
3277,3278,43,19,81,92121,2,3.2,1,0,0,0,0,1,0
3278,3279,31,6,132,94571,1,3.8,1,0,0,0,0,1,0
3279,3280,26,-1,44,94901,1,2.0,2,0,0,0,0,0,0
3280,3281,58,33,98,90277,1,2.6,1,0,0,0,0,0,0
3281,3282,51,25,62,95014,2,1.5,2,0,0,0,0,1,1
3282,3283,45,21,91,95054,1,4.7,1,0,0,0,0,1,0
3283,3284,56,30,29,92152,4,0.7,2,87,0,0,0,1,0
3284,3285,25,-1,101,95819,4,2.1,3,0,0,0,0,0,1
3285,3286,38,13,65,91706,3,0.7,2,0,0,0,0,1,0
3286,3287,62,36,58,95020,1,2.8,2,0,0,0,0,0,1
3287,3288,39,13,32,90747,2,0.8,3,0,0,0,0,1,0
3288,3289,56,30,140,94122,4,0.5,1,292,1,0,0,0,0
3289,3290,50,25,44,94303,1,0.3,1,187,0,0,0,1,1
3290,3291,52,27,113,92038,1,0.1,3,0,0,0,0,0,0
3291,3292,53,28,38,94998,1,1.3,2,0,0,0,0,1,0
3292,3293,25,-1,13,95616,4,0.4,1,0,0,1,0,0,0
3293,3294,44,20,62,94939,2,2.5,1,0,0,1,0,1,0
3294,3295,42,12,29,93611,3,2.0,3,0,0,0,0,0,0
3295,3296,42,16,141,94960,3,4.0,2,0,1,0,0,0,0
3296,3297,63,37,132,94080,1,4.4,2,0,1,0,0,1,0
3297,3298,57,32,23,93407,1,0.3,3,0,0,0,0,1,1
3298,3299,56,32,11,94110,2,0.3,1,89,0,0,0,0,0
3299,3300,60,34,90,92192,4,1.9,2,0,0,0,0,1,0
3300,3301,62,38,43,92354,1,1.9,2,0,0,0,0,1,0
3301,3302,48,22,59,90086,4,2.6,1,0,0,0,0,1,1
3302,3303,37,11,28,94501,2,0.8,3,0,0,0,0,0,0
3303,3304,55,29,28,94539,2,0.7,2,82,0,0,0,1,1
3304,3305,42,17,108,95120,3,1.0,1,383,0,0,0,1,0
3305,3306,39,13,78,95616,1,2.8,3,0,0,0,0,0,0
3306,3307,47,22,65,90840,1,2.4,1,0,0,0,0,1,0
3307,3308,34,10,25,92038,4,1.0,1,0,0,0,0,1,0
3308,3309,48,23,108,92120,2,3.8,3,0,0,0,0,0,1
3309,3310,52,27,43,94611,4,0.2,2,0,0,0,0,1,0
3310,3311,53,29,95,94720,4,1.0,2,0,0,0,0,1,1
3311,3312,49,25,24,95819,1,0.3,1,0,0,0,0,0,0
3312,3313,47,22,190,94550,2,8.8,1,0,0,0,0,0,0
3313,3314,48,24,24,91950,1,0.9,3,0,0,0,0,0,0
3314,3315,38,13,41,90073,4,1.7,1,0,0,0,0,1,0
3315,3316,48,22,80,94720,3,1.1,1,0,0,0,0,0,0
3316,3317,56,26,63,94501,3,2.0,3,0,0,0,0,1,0
3317,3318,65,41,79,90035,3,2.0,3,0,0,0,0,0,0
3318,3319,46,20,105,90089,4,3.2,1,0,1,0,0,0,0
3319,3320,60,35,153,95136,3,2.0,3,0,1,0,0,0,1
3320,3321,50,25,114,92104,1,0.6,1,0,0,0,0,0,1
3321,3322,41,15,120,94521,1,5.2,1,0,0,0,0,1,0
3322,3323,41,16,104,92008,1,4.0,3,0,0,0,1,1,1
3323,3324,60,35,20,92110,1,1.3,1,0,0,0,0,1,0
3324,3325,57,31,41,91401,1,1.4,1,0,0,1,0,1,0
3325,3326,48,23,35,93302,2,1.3,1,0,0,0,0,0,0
3326,3327,53,27,174,91006,1,2.9,2,0,1,0,0,1,0
3327,3328,42,18,164,93407,1,1.3,3,0,1,1,1,1,1
3328,3329,45,20,22,90230,1,0.1,1,0,0,0,0,0,0
3329,3330,35,10,132,94123,1,3.8,1,82,0,0,0,0,1
3330,3331,34,9,32,95054,4,1.1,3,0,0,0,0,1,0
3331,3332,67,42,21,94607,3,0.1,3,0,0,0,0,0,1
3332,3333,36,9,49,94402,2,1.67,2,0,0,0,0,0,1
3333,3334,37,13,79,91711,4,0.1,2,280,0,0,0,1,0
3334,3335,40,14,30,94720,2,0.8,3,86,0,0,0,0,0
3335,3336,35,10,118,92069,2,7.8,1,358,0,0,0,0,0
3336,3337,60,34,11,94305,4,0.7,3,0,0,0,0,1,0
3337,3338,59,29,61,92008,3,2.0,3,0,0,0,0,1,0
3338,3339,35,9,43,92037,4,1.2,2,0,0,1,0,1,0
3339,3340,27,1,141,95135,4,5.1,3,354,1,0,0,0,0
3340,3341,29,3,54,94104,4,1.8,3,0,0,0,0,0,0
3341,3342,35,9,33,91125,2,0.3,1,0,0,1,0,1,0
3342,3343,38,13,84,91330,3,1.2,3,121,0,0,0,1,1
3343,3344,62,37,125,94801,1,1.0,3,0,1,0,0,1,0
3344,3345,43,19,110,90639,1,3.4,1,0,0,0,0,0,1
3345,3346,35,11,14,94720,4,1.0,1,0,0,0,1,1,1
3346,3347,41,15,65,92037,2,2.8,1,0,0,0,0,1,1
3347,3348,65,41,78,92109,3,2.0,3,0,0,0,1,1,1
3348,3349,61,35,18,94303,3,0.3,3,0,0,0,0,0,0
3349,3350,55,25,95,92407,2,4.5,3,275,0,0,0,0,0
3350,3351,28,3,95,90245,2,1.8,2,0,0,0,0,0,0
3351,3352,52,26,191,92121,1,1.7,1,0,0,0,0,1,0
3352,3353,34,4,19,92521,1,0.67,3,83,0,0,0,1,0
3353,3354,49,23,19,94521,4,0.6,3,0,0,0,0,1,1
3354,3355,42,18,39,92703,1,0.3,3,0,0,0,0,1,0
3355,3356,49,23,93,90036,1,2.4,1,0,0,0,0,1,1
3356,3357,49,23,115,95051,3,4.6,3,0,1,0,0,0,0
3357,3358,32,6,112,94111,1,2.7,2,408,0,1,1,1,1
3358,3359,59,35,40,94536,4,0.4,1,0,0,0,0,0,0
3359,3360,43,19,45,91773,3,0.6,2,0,0,0,0,0,0
3360,3361,48,24,133,90740,1,5.0,1,0,0,0,0,0,0
3361,3362,31,5,85,94117,3,1.6,1,87,0,0,0,1,1
3362,3363,30,4,18,90277,2,0.3,2,0,0,0,0,1,0
3363,3364,58,34,54,93003,4,1.3,2,0,0,0,0,1,0
3364,3365,41,15,41,94143,2,2.4,2,105,0,0,0,0,0
3365,3366,38,8,21,95060,1,0.67,3,0,0,0,0,1,0
3366,3367,33,9,152,90024,1,6.0,1,0,0,0,0,1,1
3367,3368,51,27,53,92122,1,1.6,2,0,0,0,0,1,0
3368,3369,45,18,163,94720,3,5.33,2,0,1,0,1,0,1
3369,3370,34,10,84,95616,4,0.1,2,0,0,0,0,1,0
3370,3371,39,13,59,90033,3,0.9,3,199,0,1,0,1,0
3371,3372,44,18,33,95351,3,0.5,2,0,0,0,0,0,0
3372,3373,55,29,81,94928,4,4.9,1,209,0,0,0,1,0
3373,3374,28,2,182,92660,3,7.2,2,442,1,0,1,1,1
3374,3375,57,31,61,91360,1,2.2,3,0,0,0,0,0,0
3375,3376,43,18,88,90089,4,1.1,2,0,0,0,0,1,0
3376,3377,46,21,170,95136,2,2.8,1,0,0,0,0,0,0
3377,3378,35,10,83,95370,4,0.7,3,315,0,0,0,1,0
3378,3379,25,0,44,94536,4,0.6,2,0,0,0,0,0,1
3379,3380,65,41,83,94305,3,2.0,3,0,0,0,0,1,0
3380,3381,64,38,21,95422,1,0.8,2,76,0,0,0,0,1
3381,3382,39,15,143,91711,1,3.5,1,0,0,0,0,1,1
3382,3383,62,36,103,92182,2,2.8,1,0,0,1,1,1,0
3383,3384,46,22,135,95135,3,4.1,1,213,1,0,0,1,0
3384,3385,36,11,162,94583,1,8.6,1,153,0,1,0,1,0
3385,3386,42,17,73,90089,4,0.4,1,0,0,1,0,0,0
3386,3387,35,10,142,94061,4,0.8,3,0,1,0,0,0,0
3387,3388,63,37,25,94035,2,0.2,3,0,0,0,0,1,0
3388,3389,45,21,115,91320,2,3.3,1,85,0,0,0,1,0
3389,3390,27,3,88,92182,3,0.8,1,238,0,0,0,0,0
3390,3391,29,3,73,94720,3,0.3,3,0,0,0,0,0,0
3391,3392,55,29,94,94109,1,0.8,3,221,0,0,0,0,0
3392,3393,32,7,58,92612,1,1.0,1,0,0,0,0,1,0
3393,3394,37,11,81,95123,3,0.9,2,0,0,0,0,1,1
3394,3395,25,-1,113,90089,4,2.1,3,0,0,0,0,1,0
3395,3396,41,16,35,94061,2,1.4,2,135,0,0,0,0,0
3396,3397,52,28,65,93106,1,0.0,1,0,0,0,0,1,1
3397,3398,31,6,170,94010,2,6.7,1,137,0,0,0,1,0
3398,3399,40,14,62,92028,2,2.4,2,0,0,0,0,1,1
3399,3400,54,29,54,94720,2,2.1,3,97,0,0,0,0,0
3400,3401,48,22,39,94065,1,1.2,2,0,0,0,0,0,0
3401,3402,39,15,28,95818,1,1.4,3,118,0,0,0,1,1
3402,3403,64,40,95,90095,2,0.0,3,0,0,0,0,1,1
3403,3404,54,29,82,94709,3,3.7,2,0,1,0,0,1,0
3404,3405,39,14,21,94303,1,0.6,3,101,0,0,0,0,0
3405,3406,55,30,50,94061,2,2.1,3,0,0,0,0,1,0
3406,3407,42,12,34,92177,3,2.0,3,0,0,0,0,0,1
3407,3408,58,32,19,90405,4,0.7,3,0,0,0,0,0,0
3408,3409,45,21,71,90029,4,1.9,1,0,0,0,0,1,0
